"subject","mean_RT","model","fit"
1,1728.27425,"Q",1820.0879650823
1,1728.27425,"Q * gaze",1814.30178962811
1,1728.27425,"Q + gaze",1754.18236607
1,1728.27425,"softmax(Q)",1929.88625515722
1,1728.27425,"softmax(Q * gaze)",1912.22742718382
1,1728.27425,"softmax(Q) * gaze",1956.44776452222
1,1728.27425,"softmax(Q) + gaze",1797.21787783421
2,1620.93974789916,"Q",1664.7350564096
2,1620.93974789916,"Q * gaze",1668.40914522148
2,1620.93974789916,"Q + gaze",1627.70000580756
2,1620.93974789916,"softmax(Q)",1595.63774039882
2,1620.93974789916,"softmax(Q * gaze)",1666.13626330146
2,1620.93974789916,"softmax(Q) * gaze",1626.60564987406
2,1620.93974789916,"softmax(Q) + gaze",1587.42742690397
3,932.467142857143,"Q",1066.49079170185
3,932.467142857143,"Q * gaze",1331.40663096212
3,932.467142857143,"Q + gaze",1064.32374426287
3,932.467142857143,"softmax(Q)",1073.69623107293
3,932.467142857143,"softmax(Q * gaze)",1158.51828086469
3,932.467142857143,"softmax(Q) * gaze",1335.90091451243
3,932.467142857143,"softmax(Q) + gaze",1088.12633817587
4,1386.50866666667,"Q",1503.07997105914
4,1386.50866666667,"Q * gaze",1578.04178325656
4,1386.50866666667,"Q + gaze",1478.3826307604
4,1386.50866666667,"softmax(Q)",1498.53453802241
4,1386.50866666667,"softmax(Q * gaze)",1590.94453986405
4,1386.50866666667,"softmax(Q) * gaze",1596.80852880484
4,1386.50866666667,"softmax(Q) + gaze",1479.45195940806
6,1590.24,"Q",1635.27608383481
6,1590.24,"Q * gaze",1619.09800727596
6,1590.24,"Q + gaze",1564.20027369984
6,1590.24,"softmax(Q)",1576.84783453405
6,1590.24,"softmax(Q * gaze)",1638.8023490947
6,1590.24,"softmax(Q) * gaze",1658.37793560697
6,1590.24,"softmax(Q) + gaze",1560.92624115223
7,753.189833333333,"Q",724.370762880578
7,753.189833333333,"Q * gaze",912.950827114221
7,753.189833333333,"Q + gaze",720.845693108038
7,753.189833333333,"softmax(Q)",706.793563725806
7,753.189833333333,"softmax(Q * gaze)",769.886335924481
7,753.189833333333,"softmax(Q) * gaze",903.972943308668
7,753.189833333333,"softmax(Q) + gaze",705.036090082928
8,1333.11425,"Q",1364.52712403962
8,1333.11425,"Q * gaze",1297.51353608357
8,1333.11425,"Q + gaze",1298.53196185154
8,1333.11425,"softmax(Q)",1313.87901011774
8,1333.11425,"softmax(Q * gaze)",1358.79480449448
8,1333.11425,"softmax(Q) * gaze",1263.98785023745
8,1333.11425,"softmax(Q) + gaze",1264.33006636571
9,1574.18325,"Q",1524.07096876232
9,1574.18325,"Q * gaze",1507.99318608322
9,1574.18325,"Q + gaze",1463.1799630475
9,1574.18325,"softmax(Q)",1496.21489550224
9,1574.18325,"softmax(Q * gaze)",1521.58708772124
9,1574.18325,"softmax(Q) * gaze",1504.320748153
9,1574.18325,"softmax(Q) + gaze",1445.44088905041
10,1693.47957983193,"Q",1631.51481838718
10,1693.47957983193,"Q * gaze",1775.87375414454
10,1693.47957983193,"Q + gaze",1630.32140004271
10,1693.47957983193,"softmax(Q)",1654.90131595952
10,1693.47957983193,"softmax(Q * gaze)",1723.71702005765
10,1693.47957983193,"softmax(Q) * gaze",1787.28057514026
10,1693.47957983193,"softmax(Q) + gaze",1644.70561331922
11,649.877171717172,"Q",439.871537859235
11,649.877171717172,"Q * gaze",518.893875849456
11,649.877171717172,"Q + gaze",441.029708299794
11,649.877171717172,"softmax(Q)",445.288578451254
11,649.877171717172,"softmax(Q * gaze)",453.57952233048
11,649.877171717172,"softmax(Q) * gaze",524.836726924893
11,649.877171717172,"softmax(Q) + gaze",449.419005540318
12,1119.50516666667,"Q",1512.21784801993
12,1119.50516666667,"Q * gaze",1695.02270922485
12,1119.50516666667,"Q + gaze",1524.07245753019
12,1119.50516666667,"softmax(Q)",1481.43070302541
12,1119.50516666667,"softmax(Q * gaze)",1605.17764804047
12,1119.50516666667,"softmax(Q) * gaze",1689.5877627784
12,1119.50516666667,"softmax(Q) + gaze",1493.09747700844
13,1701.54533333333,"Q",1727.92853303648
13,1701.54533333333,"Q * gaze",1782.18379625687
13,1701.54533333333,"Q + gaze",1686.89329574481
13,1701.54533333333,"softmax(Q)",1789.29500895444
13,1701.54533333333,"softmax(Q * gaze)",1768.68112204087
13,1701.54533333333,"softmax(Q) * gaze",1895.60054088348
13,1701.54533333333,"softmax(Q) + gaze",1722.45281701534
14,1337.32841666667,"Q",1226.97012810422
14,1337.32841666667,"Q * gaze",1431.4457207618
14,1337.32841666667,"Q + gaze",1226.50282349297
14,1337.32841666667,"softmax(Q)",1221.614319463
14,1337.32841666667,"softmax(Q * gaze)",1266.9890294257
14,1337.32841666667,"softmax(Q) * gaze",1452.86975021084
14,1337.32841666667,"softmax(Q) + gaze",1216.1878124534
16,1100.79791666667,"Q",1029.05237536478
16,1100.79791666667,"Q * gaze",1126.8580216822
16,1100.79791666667,"Q + gaze",990.484668340821
16,1100.79791666667,"softmax(Q)",1011.43017567079
16,1100.79791666667,"softmax(Q * gaze)",1014.62282893724
16,1100.79791666667,"softmax(Q) * gaze",1155.89407104156
16,1100.79791666667,"softmax(Q) + gaze",978.491938773571
17,2113.73974789916,"Q",1639.99169094862
17,2113.73974789916,"Q * gaze",1838.40768283885
17,2113.73974789916,"Q + gaze",1698.9270171399
17,2113.73974789916,"softmax(Q)",1661.38953838648
17,2113.73974789916,"softmax(Q * gaze)",1727.82438214512
17,2113.73974789916,"softmax(Q) * gaze",1866.62940119605
17,2113.73974789916,"softmax(Q) + gaze",1702.56434015716
18,1444.25708333333,"Q",1728.0340713624
18,1444.25708333333,"Q * gaze",1674.33017047244
18,1444.25708333333,"Q + gaze",1630.66947714093
18,1444.25708333333,"softmax(Q)",1605.9706213252
18,1444.25708333333,"softmax(Q * gaze)",1674.39418080975
18,1444.25708333333,"softmax(Q) * gaze",1661.01134556832
18,1444.25708333333,"softmax(Q) + gaze",1589.48488284187
19,1452.02966666667,"Q",1774.6922958449
19,1452.02966666667,"Q * gaze",1757.62718005077
19,1452.02966666667,"Q + gaze",1717.43008306415
19,1452.02966666667,"softmax(Q)",1675.75432477418
19,1452.02966666667,"softmax(Q * gaze)",1819.35549601307
19,1452.02966666667,"softmax(Q) * gaze",1735.20002328448
19,1452.02966666667,"softmax(Q) + gaze",1659.44490459271
20,1702.33175,"Q",1691.08259224923
20,1702.33175,"Q * gaze",1766.42448374062
20,1702.33175,"Q + gaze",1638.17788934094
20,1702.33175,"softmax(Q)",1689.76790101528
20,1702.33175,"softmax(Q * gaze)",1725.37005710689
20,1702.33175,"softmax(Q) * gaze",1763.84291974723
20,1702.33175,"softmax(Q) + gaze",1630.57123412842
22,1388.29083333333,"Q",1327.29246176266
22,1388.29083333333,"Q * gaze",1368.43201325809
22,1388.29083333333,"Q + gaze",1331.41626469262
22,1388.29083333333,"softmax(Q)",1345.16209048833
22,1388.29083333333,"softmax(Q * gaze)",1422.92100539126
22,1388.29083333333,"softmax(Q) * gaze",1454.22862467285
22,1388.29083333333,"softmax(Q) + gaze",1327.38402121251
23,1327.35575,"Q",1395.17862232188
23,1327.35575,"Q * gaze",1563.82105283139
23,1327.35575,"Q + gaze",1386.43105963098
23,1327.35575,"softmax(Q)",1364.69183830576
23,1327.35575,"softmax(Q * gaze)",1434.98730312299
23,1327.35575,"softmax(Q) * gaze",1579.55134232269
23,1327.35575,"softmax(Q) + gaze",1356.32647919414
24,1793.09908333333,"Q",1436.91186984677
24,1793.09908333333,"Q * gaze",1490.94715641408
24,1793.09908333333,"Q + gaze",1413.26346420453
24,1793.09908333333,"softmax(Q)",1461.2516742721
24,1793.09908333333,"softmax(Q * gaze)",1456.03658798099
24,1793.09908333333,"softmax(Q) * gaze",1481.1362065428
24,1793.09908333333,"softmax(Q) + gaze",1442.55151288792
25,1155.69841666667,"Q",1308.59668985034
25,1155.69841666667,"Q * gaze",1580.81886905298
25,1155.69841666667,"Q + gaze",1336.00290197158
25,1155.69841666667,"softmax(Q)",1312.29215564706
25,1155.69841666667,"softmax(Q * gaze)",1399.25353768845
25,1155.69841666667,"softmax(Q) * gaze",1586.83386222081
25,1155.69841666667,"softmax(Q) + gaze",1320.41449978861
26,2154.65675,"Q",2218.39614325746
26,2154.65675,"Q * gaze",2243.28144190608
26,2154.65675,"Q + gaze",2187.57125664495
26,2154.65675,"softmax(Q)",2244.03298984095
26,2154.65675,"softmax(Q * gaze)",2219.71832489319
26,2154.65675,"softmax(Q) * gaze",2210.05694224335
26,2154.65675,"softmax(Q) + gaze",2203.50035761841
28,1345.55016666667,"Q",1225.3204458883
28,1345.55016666667,"Q * gaze",1412.29983012747
28,1345.55016666667,"Q + gaze",1215.70223557526
28,1345.55016666667,"softmax(Q)",1205.06399788636
28,1345.55016666667,"softmax(Q * gaze)",1287.99435562406
28,1345.55016666667,"softmax(Q) * gaze",1431.38774935569
28,1345.55016666667,"softmax(Q) + gaze",1199.27459237329
29,1471.71666666667,"Q",1638.64554545096
29,1471.71666666667,"Q * gaze",1639.81644749218
29,1471.71666666667,"Q + gaze",1559.73904450712
29,1471.71666666667,"softmax(Q)",1669.69883532846
29,1471.71666666667,"softmax(Q * gaze)",1619.60637651714
29,1471.71666666667,"softmax(Q) * gaze",1651.87861817277
29,1471.71666666667,"softmax(Q) + gaze",1557.9660921113
31,1635.20058823529,"Q",1420.93683828444
31,1635.20058823529,"Q * gaze",1297.50736793403
31,1635.20058823529,"Q + gaze",1267.49038889619
31,1635.20058823529,"softmax(Q)",1354.34258683546
31,1635.20058823529,"softmax(Q * gaze)",1341.49113152469
31,1635.20058823529,"softmax(Q) * gaze",1396.80079598062
31,1635.20058823529,"softmax(Q) + gaze",1275.9213582976
32,1035.66191666667,"Q",1036.74933126012
32,1035.66191666667,"Q * gaze",984.321510694823
32,1035.66191666667,"Q + gaze",948.27720319256
32,1035.66191666667,"softmax(Q)",1033.76932181673
32,1035.66191666667,"softmax(Q * gaze)",1063.45393520012
32,1035.66191666667,"softmax(Q) * gaze",977.944510278038
32,1035.66191666667,"softmax(Q) + gaze",947.774392617722
33,959.361,"Q",1040.76189662368
33,959.361,"Q * gaze",1102.27103203269
33,959.361,"Q + gaze",1004.77246981569
33,959.361,"softmax(Q)",1013.43026769086
33,959.361,"softmax(Q * gaze)",1032.19881490117
33,959.361,"softmax(Q) * gaze",1102.4481001627
33,959.361,"softmax(Q) + gaze",972.088529831252
34,1182.8395,"Q",1050.37246338567
34,1182.8395,"Q * gaze",1127.62051328882
34,1182.8395,"Q + gaze",1036.07333421144
34,1182.8395,"softmax(Q)",1018.53739758474
34,1182.8395,"softmax(Q * gaze)",1035.08642844452
34,1182.8395,"softmax(Q) * gaze",1152.78742564097
34,1182.8395,"softmax(Q) + gaze",1025.11821252978
35,1108.09428571429,"Q",1098.33724480208
35,1108.09428571429,"Q * gaze",1340.40088633451
35,1108.09428571429,"Q + gaze",1091.27464913029
35,1108.09428571429,"softmax(Q)",1118.63599777312
35,1108.09428571429,"softmax(Q * gaze)",1120.06059326031
35,1108.09428571429,"softmax(Q) * gaze",1319.87604115296
35,1108.09428571429,"softmax(Q) + gaze",1123.87441594771
38,799.148916666667,"Q",800.14703263931
38,799.148916666667,"Q * gaze",892.466344773381
38,799.148916666667,"Q + gaze",788.764112608097
38,799.148916666667,"softmax(Q)",796.519985838238
38,799.148916666667,"softmax(Q * gaze)",869.578233552399
38,799.148916666667,"softmax(Q) * gaze",901.368214470015
38,799.148916666667,"softmax(Q) + gaze",791.326342223022
40,872.3805,"Q",992.199024094816
40,872.3805,"Q * gaze",1354.3853554715
40,872.3805,"Q + gaze",1008.49294295408
40,872.3805,"softmax(Q)",1051.76257530625
40,872.3805,"softmax(Q * gaze)",1131.94636203341
40,872.3805,"softmax(Q) * gaze",1311.21060918652
40,872.3805,"softmax(Q) + gaze",1076.03553844184
41,2579.88168067227,"Q",2063.39251621138
41,2579.88168067227,"Q * gaze",2046.94121622648
41,2579.88168067227,"Q + gaze",2055.0972640932
41,2579.88168067227,"softmax(Q)",2068.74530752979
41,2579.88168067227,"softmax(Q * gaze)",2050.51197212709
41,2579.88168067227,"softmax(Q) * gaze",2081.96366013315
41,2579.88168067227,"softmax(Q) + gaze",2062.53776318934
42,1371.35125,"Q",1316.41693232502
42,1371.35125,"Q * gaze",1435.89133229992
42,1371.35125,"Q + gaze",1294.67800866489
42,1371.35125,"softmax(Q)",1313.68832760558
42,1371.35125,"softmax(Q * gaze)",1349.0425490112
42,1371.35125,"softmax(Q) * gaze",1477.69953427588
42,1371.35125,"softmax(Q) + gaze",1308.89791234591
43,822.976833333333,"Q",688.66145964861
43,822.976833333333,"Q * gaze",717.483781265089
43,822.976833333333,"Q + gaze",692.406695372152
43,822.976833333333,"softmax(Q)",686.446095283465
43,822.976833333333,"softmax(Q * gaze)",718.011830011705
43,822.976833333333,"softmax(Q) * gaze",717.689693887872
43,822.976833333333,"softmax(Q) + gaze",701.05423883
44,1292.68933333333,"Q",1295.82312383666
44,1292.68933333333,"Q * gaze",1236.87144159234
44,1292.68933333333,"Q + gaze",1241.64454865321
44,1292.68933333333,"softmax(Q)",1331.87128346161
44,1292.68933333333,"softmax(Q * gaze)",1287.44226518259
44,1292.68933333333,"softmax(Q) * gaze",1271.93144537588
44,1292.68933333333,"softmax(Q) + gaze",1278.02727614049
45,2185.60258333333,"Q",1997.30134077382
45,2185.60258333333,"Q * gaze",1963.68060982014
45,2185.60258333333,"Q + gaze",1940.27562168227
45,2185.60258333333,"softmax(Q)",2059.98805501182
45,2185.60258333333,"softmax(Q * gaze)",2044.73133862166
45,2185.60258333333,"softmax(Q) * gaze",1965.98462224696
45,2185.60258333333,"softmax(Q) + gaze",1938.33982413847
46,984.180333333333,"Q",915.800442277165
46,984.180333333333,"Q * gaze",914.938098236064
46,984.180333333333,"Q + gaze",876.43181133211
46,984.180333333333,"softmax(Q)",979.067250608542
46,984.180333333333,"softmax(Q * gaze)",970.858068413742
46,984.180333333333,"softmax(Q) * gaze",919.714220454072
46,984.180333333333,"softmax(Q) + gaze",901.45668349198
47,740.294166666667,"Q",900.177142235649
47,740.294166666667,"Q * gaze",877.046819936942
47,740.294166666667,"Q + gaze",818.903811531144
47,740.294166666667,"softmax(Q)",879.127352035237
47,740.294166666667,"softmax(Q * gaze)",890.749923807004
47,740.294166666667,"softmax(Q) * gaze",916.490133838238
47,740.294166666667,"softmax(Q) + gaze",816.797707442379
48,1207.08508333333,"Q",1208.07417658127
48,1207.08508333333,"Q * gaze",1606.35514509769
48,1207.08508333333,"Q + gaze",1224.56146422585
48,1207.08508333333,"softmax(Q)",1270.5731670376
48,1207.08508333333,"softmax(Q * gaze)",1387.87078663666
48,1207.08508333333,"softmax(Q) * gaze",1653.23576330264
48,1207.08508333333,"softmax(Q) + gaze",1300.13048017125
49,2171.409,"Q",2026.65301167275
49,2171.409,"Q * gaze",2067.85288919519
49,2171.409,"Q + gaze",2023.77485086878
49,2171.409,"softmax(Q)",2002.59854535839
49,2171.409,"softmax(Q * gaze)",2027.91164919944
49,2171.409,"softmax(Q) * gaze",2063.73420325712
49,2171.409,"softmax(Q) + gaze",2043.93076755119
50,939.893083333333,"Q",1127.17094250552
50,939.893083333333,"Q * gaze",1231.01916802392
50,939.893083333333,"Q + gaze",1099.91136791091
50,939.893083333333,"softmax(Q)",1063.35476587366
50,939.893083333333,"softmax(Q * gaze)",1107.99687739542
50,939.893083333333,"softmax(Q) * gaze",1246.44360394673
50,939.893083333333,"softmax(Q) + gaze",1045.22305290801
51,1827.513,"Q",1752.08786191656
51,1827.513,"Q * gaze",1759.9732311486
51,1827.513,"Q + gaze",1651.82308670076
51,1827.513,"softmax(Q)",1807.95942837953
51,1827.513,"softmax(Q * gaze)",1739.43027978208
51,1827.513,"softmax(Q) * gaze",1793.50094063599
51,1827.513,"softmax(Q) + gaze",1694.49315382082
52,926.916916666667,"Q",964.462328482007
52,926.916916666667,"Q * gaze",955.286658594386
52,926.916916666667,"Q + gaze",915.384097559194
52,926.916916666667,"softmax(Q)",943.468283582575
52,926.916916666667,"softmax(Q * gaze)",954.21206265533
52,926.916916666667,"softmax(Q) * gaze",968.155500285703
52,926.916916666667,"softmax(Q) + gaze",923.812237671412
53,1090.12116666667,"Q",1104.71094474501
53,1090.12116666667,"Q * gaze",1225.84528537812
53,1090.12116666667,"Q + gaze",1075.93401587133
53,1090.12116666667,"softmax(Q)",1102.57727244856
53,1090.12116666667,"softmax(Q * gaze)",1158.92150550955
53,1090.12116666667,"softmax(Q) * gaze",1246.55025361308
53,1090.12116666667,"softmax(Q) + gaze",1085.87498333207
54,1499.32908333333,"Q",1716.34321424985
54,1499.32908333333,"Q * gaze",1718.07614444937
54,1499.32908333333,"Q + gaze",1643.38409187907
54,1499.32908333333,"softmax(Q)",1669.26495698991
54,1499.32908333333,"softmax(Q * gaze)",1751.98612443619
54,1499.32908333333,"softmax(Q) * gaze",1754.37850446815
54,1499.32908333333,"softmax(Q) + gaze",1620.43293874861
55,1384.05833333333,"Q",1518.78306180724
55,1384.05833333333,"Q * gaze",1746.6888944002
55,1384.05833333333,"Q + gaze",1520.47221914207
55,1384.05833333333,"softmax(Q)",1528.57550137044
55,1384.05833333333,"softmax(Q * gaze)",1620.5138110974
55,1384.05833333333,"softmax(Q) * gaze",1728.17204058251
55,1384.05833333333,"softmax(Q) + gaze",1546.38604177624
56,910.420416666667,"Q",851.445590451612
56,910.420416666667,"Q * gaze",999.503464528613
56,910.420416666667,"Q + gaze",850.490230280668
56,910.420416666667,"softmax(Q)",861.345535930403
56,910.420416666667,"softmax(Q * gaze)",907.927809210109
56,910.420416666667,"softmax(Q) * gaze",1006.83021242011
56,910.420416666667,"softmax(Q) + gaze",868.547056975471
57,1023.71308333333,"Q",1094.63377402993
57,1023.71308333333,"Q * gaze",1135.9952563402
57,1023.71308333333,"Q + gaze",1080.95241365572
57,1023.71308333333,"softmax(Q)",1047.98860643158
57,1023.71308333333,"softmax(Q * gaze)",1095.70115991937
57,1023.71308333333,"softmax(Q) * gaze",1150.504552347
57,1023.71308333333,"softmax(Q) + gaze",1037.93714679478
58,1331.0387394958,"Q",1026.67212789111
58,1331.0387394958,"Q * gaze",1066.17660514292
58,1331.0387394958,"Q + gaze",992.860496919044
58,1331.0387394958,"softmax(Q)",1043.18959575311
58,1331.0387394958,"softmax(Q * gaze)",1077.82610212273
58,1331.0387394958,"softmax(Q) * gaze",1071.71597665172
58,1331.0387394958,"softmax(Q) + gaze",1007.00775409845
